cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña,longitud_reseña,cluster_clientes,cluster_reseñas
411,5.0,15777.33,517.78,238.0,182.0,web,17.0,2023-02-17,educacion,411.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,4,2.0
412,55.0,14208.81,1256.89,260.0,22.0,web,23.0,2024-08-29,alimentos,412.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,21,0.0
413,53.0,7729.67,961.28,140.0,92.0,tienda física,38.0,2025-02-02,electronica,413.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,27,5.0
414,96.0,5090.18,669.84,234.0,118.0,tienda física,44.0,2023-09-05,alimentos,414.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,13,0.0
415,82.0,19322.64,615.88,281.0,103.0,marketplace,31.0,2023-05-21,educacion,415.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,21,2.0
416,75.0,1828.19,516.29,0.0,168.0,call center,35.0,2023-12-25,alimentos,416.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,14,3.0
417,99.0,3837.78,323.44,323.0,170.0,web,23.0,2025-06-26,alimentos,417.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,2,3.0
418,84.0,12022.59,284.93,94.0,117.0,call center,33.0,2025-05-08,alimentos,418.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,11,0.0
419,91.0,19691.2,926.07,74.0,6.0,call center,48.0,2025-04-25,educacion,419.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,27,2.0
420,89.0,7219.05,1102.95,330.0,178.0,call center,34.0,2023-03-03,servicios,420.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,13,1.0
421,41.0,18294.53,606.34,59.0,199.0,tienda física,13.0,2025-07-15,educacion,421.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,10,2.0
422,4.0,3900.8,1205.32,22.0,2.0,call center,5.0,2023-06-10,hogar,422.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,12,4.0
423,97.0,727.61,289.76,338.0,128.0,tienda física,49.0,2023-02-05,hogar,423.0,el artículo para el hogar es funcional y fácil de usar aunq los materiales se sienten normales,17,2,4.0
424,17.0,7019.66,1128.62,200.0,134.0,call center,49.0,2024-08-04,alimentos,424.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,1,3.0
425,61.0,5513.28,512.22,249.0,195.0,call center,33.0,2025-09-27,alimentos,425.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,2,3.0
426,30.0,17342.78,313.03,258.0,30.0,móvil,26.0,2025-03-23,salud,426.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,20,1.0
427,94.0,5052.12,914.89,327.0,36.0,móvil,12.0,2024-11-18,servicios,427.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,17,1.0
428,12.0,15030.93,1447.45,221.0,184.0,marketplace,45.0,2025-06-22,educacion,428.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,16,2.0
429,10.0,15593.04,189.5,253.0,237.0,tienda física,46.0,2024-11-17,ropa,429.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,26,4.0
430,78.0,489.74,605.19,44.0,239.0,web,19.0,2024-03-30,alimentos,430.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,14,0.0
431,2.0,3313.49,933.97,82.0,198.0,web,8.0,2023-11-19,salud,431.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,12,1.0
432,42.0,9818.18,1343.62,93.0,118.0,marketplace,42.0,2025-07-20,ropa,432.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,25,3.0
433,74.0,10388.75,1232.64,232.0,175.0,tienda física,42.0,2023-07-17,servicios,433.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,13,1.0
434,37.0,7317.89,277.48,346.5,118.0,marketplace,17.0,,electronica,434.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..,15,5,5.0
435,45.0,4781.13,1224.1,143.0,152.0,marketplace,40.0,2024-09-04,electronica,435.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,25,5.0
436,34.0,12043.62,15.79,230.0,13.0,móvil,22.0,2023-03-23,servicios,436.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,20,1.0
437,88.0,17136.83,483.89,120.0,135.0,marketplace,18.0,2023-01-30,hogar,437.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,11,4.0
438,68.0,1358.65,1092.96,346.5,86.0,web,40.0,2023-06-18,alimentos,438.0,el producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario,15,13,0.0
439,45.0,8383.49,675.5,261.0,191.0,marketplace,49.0,2023-06-21,alimentos,439.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,26,3.0
440,99.0,4525.95,489.2,165.0,185.0,web,27.0,2025-11-22,hogar,440.0,el  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,2,4.0
441,33.0,13433.86,235.47,103.0,58.0,web,48.0,2025-07-25,ropa,441.0,el diseño es atractivo yyy el color coincide con lo esperado después de varios usos,15,6,3.0
442,54.0,17438.8,895.18,246.0,138.0,web,17.0,2024-10-31,educacion,442.0,la  metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,4,2.0
443,89.0,3132.45,781.23,103.0,30.0,móvil,45.0,2023-11-13,alimentos,443.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,27,3.0
444,54.0,10748.76,904.8,32.0,50.0,call center,24.0,2024-04-02,servicios,444.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,27,1.0
445,40.0,11356.4,296.47,142.0,228.0,call center,29.0,2023-08-29,servicios,445.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,10,1.0
446,11.0,1354.64,35.99,21.0,2.0,web,40.0,2024-07-15,hogar,446.0,cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,15,4.0
447,38.0,16934.31,1182.11,42.0,57.0,tienda física,28.0,2023-01-25,hogar,447.0,cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,6,4.0
448,89.0,6711.21,243.59,47.0,73.0,marketplace,27.5,2025-01-18,hogar,448.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,11,4.0
449,21.0,7905.91,1280.72,260.0,60.0,web,28.0,2024-03-10,servicios,449.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,0,1.0
450,23.0,18108.19,654.14,159.0,51.0,tienda física,21.0,2025-09-15,electronica,450.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,20,5.0
451,43.0,2578.26,1031.68,315.0,206.0,móvil,22.0,2024-01-18,servicios,451.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,9,1.0
452,26.0,13462.71,183.89,147.0,99.0,call center,1.0,2024-02-13,alimentos,452.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,20,3.0
453,7.0,15325.18,1123.62,74.0,160.0,web,28.0,2025-01-12,electronica,453.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,16,5.0
454,87.0,15652.35,1485.26,316.0,4.0,marketplace,17.0,2023-10-19,electronica,454.0,la  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,21,5.0
455,82.0,12293.94,557.18,31.0,161.0,marketplace,17.0,2023-05-22,alimentos,455.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,7,0.0
456,33.0,18474.16,454.21,100.0,84.0,web,22.0,2024-09-25,hogar,456.0,el  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,20,4.0
457,34.0,11239.41,494.16,247.0,129.0,web,38.0,2023-05-14,ropa,457.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,26,3.0
458,71.0,3097.34,283.47,299.0,61.0,tienda física,30.0,2024-02-02,hogar,458.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,24,4.0
459,41.0,4650.13,489.42,147.0,63.0,marketplace,33.0,2025-09-27,salud,459.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,24,5.0
460,24.0,9227.49,1230.74,290.0,234.0,call center,28.0,2025-06-28,servicios,460.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,9,1.0
461,30.0,17827.29,834.51,255.0,138.0,web,1.0,2023-11-10,salud,461.0,la  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,4,1.0
462,65.0,1618.75,254.37,320.0,195.0,web,26.0,2023-12-14,electronica,462.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,2,5.0
463,41.0,8480.18,781.23,346.5,172.0,marketplace,15.0,,servicios,463.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,26,1.0
464,6.0,9433.11,580.15,15.0,184.0,marketplace,37.0,2025-08-11,ropa,464.0,la prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco,17,10,4.0
465,24.0,7134.97,1178.76,124.0,124.0,call center,2.0,2024-06-12,electronica,465.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,12,5.0
466,81.0,19066.66,588.9,90.0,91.0,tienda física,35.0,2024-02-02,alimentos,466.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,22,3.0
467,71.0,12239.43,781.23,20.0,215.0,call center,36.0,,ropa,467.0,la prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco,17,22,4.0
468,66.0,7132.08,919.62,198.0,60.0,móvil,43.0,2025-01-23,salud,468.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,27,5.0
469,3.0,12856.97,1377.06,336.0,64.0,tienda física,29.0,2023-01-15,educacion,469.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,0,2.0
470,47.0,110.54,993.4,246.0,227.0,marketplace,42.0,2024-07-30,educacion,470.0,el contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido,14,9,2.0
471,14.0,17915.84,932.91,197.0,10.0,móvil,25.0,2025-08-22,electronica,471.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,20,5.0
472,79.0,5220.11,81.02,9.0,55.0,móvil,6.0,2024-08-11,educacion,472.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,15,2.0
473,87.0,15195.5,1268.68,285.0,69.0,tienda física,9.0,2025-09-20,ropa,473.0,la  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,21,4.0
474,64.0,4271.18,418.33,341.0,238.0,tienda física,41.0,2025-04-03,ropa,474.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,2,3.0
475,23.0,12868.35,1016.89,83.0,73.0,tienda física,32.0,2025-09-27,ropa,475.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,6,3.0
476,29.0,1974.31,1314.72,49.0,138.0,web,8.0,2023-11-07,hogar,476.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..,18,12,4.0
477,62.0,8251.26,1398.19,168.0,118.0,tienda física,27.0,2025-11-17,salud,477.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,25,1.0
478,60.0,15618.53,758.51,187.0,44.0,marketplace,27.0,2024-07-23,alimentos,478.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,21,3.0
479,70.0,5508.75,945.81,276.0,111.0,call center,33.0,2023-06-12,ropa,479.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,13,3.0
480,14.0,3669.21,46.52,302.0,201.0,call center,35.0,2024-02-21,ropa,480.0,el diseño es atractivo yyy el color coincide con lo esperado después de varios usos,15,18,3.0
481,91.0,3336.19,424.47,270.0,64.0,tienda física,6.0,2023-05-23,servicios,481.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,8,1.0
482,13.0,18717.3,357.35,102.0,232.0,marketplace,27.0,2024-05-15,salud,482.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,10,5.0
483,85.0,4661.44,175.11,322.0,156.0,móvil,37.0,2025-08-14,alimentos,483.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,2,3.0
484,80.0,11289.67,542.05,52.0,59.0,call center,18.0,2023-08-24,educacion,484.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,11,2.0
485,73.0,5876.74,1303.51,129.0,58.0,tienda física,27.5,2024-02-12,educacion,485.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,27,2.0
486,99.0,10692.01,924.01,293.0,9.0,móvil,30.0,2023-10-24,educacion,486.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,17,2.0
487,35.0,2279.68,134.48,176.0,118.0,tienda física,15.0,2023-07-02,electronica,487.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,18,5.0
488,54.0,13858.32,740.52,106.0,92.0,web,28.0,2024-12-29,alimentos,488.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,6,0.0
489,65.0,17431.93,344.7,298.0,84.0,call center,28.0,2025-04-23,salud,489.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,3,5.0
490,74.0,10392.81,1187.78,181.0,172.0,web,17.0,2024-08-01,salud,490.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,7,5.0
491,12.0,7685.84,466.88,170.0,104.0,marketplace,41.0,2023-04-22,electronica,491.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,1,5.0
492,14.0,13095.46,419.4,259.0,88.0,web,47.0,2023-03-07,servicios,492.0,la  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,1,1.0
493,0.0,18257.44,577.11,174.0,195.0,call center,18.0,2023-04-02,servicios,493.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,4,1.0
494,72.0,8844.89,190.6,177.0,74.0,web,48.0,2023-07-09,educacion,494.0,el contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido,14,24,2.0
495,47.0,9910.88,446.38,346.5,102.0,tienda física,38.0,2023-05-16,hogar,495.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,3,4.0
496,81.0,11801.3,1304.24,2.0,30.0,call center,38.0,2023-09-14,servicios,496.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,27,1.0
497,60.0,15885.75,1008.64,202.0,118.0,marketplace,30.0,2025-06-17,alimentos,497.0,el producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario,15,21,0.0
498,9.0,18916.5,751.49,14.0,238.0,tienda física,3.0,,educacion,498.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,4,2.0
499,81.0,19516.14,161.48,145.0,109.0,call center,23.0,2024-10-14,alimentos,499.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,11,0.0
500,86.0,14412.38,953.82,24.0,203.0,web,14.0,2025-08-02,educacion,500.0,el contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido,14,7,2.0
501,30.0,12045.16,766.76,47.0,59.0,marketplace,13.0,2024-03-30,electronica,501.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,19,5.0
502,5.0,19458.99,781.23,75.0,179.0,web,30.0,2025-12-06,salud,502.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,10,5.0
503,35.0,591.13,1216.23,19.0,66.0,marketplace,20.0,2025-08-21,educacion,503.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,12,2.0
